blast_hit_id	hit_contig_orf	downstream_orf	strand	gap_bp
NZ_CP047086.1_19	NZ_CP047086.1_12296-22921:._5	NZ_CP047086.1_12296-22921:._4	-1	-3
NZ_CP047088.1_9	NZ_CP047088.1_3478-14028:._3	NZ_CP047088.1_3478-14028:._4	1	43
NZ_CP047088.1_19	NZ_CP047088.1_3478-14028:._13	NZ_CP047088.1_3478-14028:._14	1	-16
NZ_CP120155.1_4	NZ_CP120155.1_1712-12262:._3	NZ_CP120155.1_1712-12262:._4	1	-7
NZ_CP196043.1_433	NZ_CP196043.1_434888-445537:._4	NZ_CP196043.1_434888-445537:._5	1	6
NZ_CP118101.1_1507	NZ_CP118101.1_1676223-1686788:._5	NZ_CP118101.1_1676223-1686788:._6	1	72
NZ_CP092540.1_2526	NZ_CP092540.1_2661278-2671393:._7	NZ_CP092540.1_2661278-2671393:._6	-1	48
NZ_CP060801.1_42	NZ_CP060801.1_34087-44691:._8	NZ_CP060801.1_34087-44691:._9	1	-60
NZ_CP060801.1_86	NZ_CP060801.1_70322-80923:._9	NZ_CP060801.1_70322-80923:._10	1	16
NZ_CP060802.1_12	NZ_CP060802.1_5192-14586:._9	NZ_CP060802.1_5192-14586:._10	1	-7
NZ_CP060803.1_21	NZ_CP060803.1_15594-26210:._6	NZ_CP060803.1_15594-26210:._5	-1	0
NZ_CP134073.1_2	NZ_CP134073.1_1-5966:._2	NZ_CP134073.1_1-5966:._3	1	-27
NZ_CP168894.1_60	NZ_CP168894.1_50485-61038:._5	NZ_CP168894.1_50485-61038:._6	1	4
NZ_CP072879.1_231	NZ_CP072879.1_200412-210833:._7	NZ_CP072879.1_200412-210833:._8	1	0
NZ_CP072879.1_273	NZ_CP072879.1_239122-249744:._7	NZ_CP072879.1_239122-249744:._8	1	90
NZ_CP041271.2_52	NZ_CP041271.2_43113-53726:._10	NZ_CP041271.2_43113-53726:._11	1	11
NZ_CP091900.1_31	NZ_CP091900.1_18688-29304:._7	NZ_CP091900.1_18688-29304:._6	-1	0
NZ_CP114506.1_28	NZ_CP114506.1_17078-27694:._7	NZ_CP114506.1_17078-27694:._8	1	0
NZ_CM143261.1_1089	NZ_CM143261.1_1091371-1101972:._8	NZ_CM143261.1_1091371-1101972:._9	1	16
NZ_CP131810.1_29	NZ_CP131810.1_13959-24572:._17	NZ_CP131810.1_13959-24572:._16	-1	54
NZ_CP013040.1_73	NZ_CP013040.1_65717-76453:._6	NZ_CP013040.1_65717-76453:._7	1	58
NZ_CP016827.1_2191	NZ_CP016827.1_1986870-1997219:._9	NZ_CP016827.1_1986870-1997219:._10	1	-61
NZ_CP020559.1_700	NZ_CP020559.1_782035-792645:._4	NZ_CP020559.1_782035-792645:._5	1	71
NZ_CP183795.1_11	NZ_CP183795.1_1778-12328:._10	NZ_CP183795.1_1778-12328:._11	1	61
NZ_CP183795.1_40	NZ_CP183795.1_29267-39817:._10	NZ_CP183795.1_29267-39817:._11	1	61
NZ_CP183794.1_9	NZ_CP183794.1_5776-16335:._4	NZ_CP183794.1_5776-16335:._5	1	-10
NZ_CP183794.1_11	NZ_CP183794.1_5776-16335:._6	NZ_CP183794.1_5776-16335:._7	1	14
NZ_CP183794.1_38	NZ_CP183794.1_32339-42898:._6	NZ_CP183794.1_32339-42898:._7	1	14
NZ_CP148691.1_3	NZ_CP148691.1_1-8472:._3	NZ_CP148691.1_1-8472:._4	1	21
NZ_CP148691.1_12	NZ_CP148691.1_1-8472:._12	NZ_CP148691.1_1-8472:._13	1	66
NZ_CP086567.1_21	NZ_CP086567.1_10716-21359:._10	NZ_CP086567.1_10716-21359:._11	1	22
NZ_CP078012.1_808	NZ_CP078012.1_891847-902133:._8	NZ_CP078012.1_891847-902133:._9	1	86
NZ_CP118163.1_201	NZ_CP118163.1_221630-232261:._6	NZ_CP118163.1_221630-232261:._7	1	61
NZ_CP025426.1_147	NZ_CP025426.1_120930-131273:._7	NZ_CP025426.1_120930-131273:._6	-1	10
NZ_CP097176.1_20	NZ_CP097176.1_18159-28775:._5	NZ_CP097176.1_18159-28775:._6	1	-22
NZ_CP097177.1_16	NZ_CP097177.1_13468-24024:._2	NZ_CP097177.1_13468-24024:._3	1	-16
NZ_CP023051.1_51	NZ_CP023051.1_41168-51721:._4	NZ_CP023051.1_41168-51721:._3	-1	4
NZ_CP023051.1_70	NZ_CP023051.1_54552-65159:._7	NZ_CP023051.1_54552-65159:._8	1	-10
NZ_CP103325.1_3	NZ_CP103325.1_1-10495:._3	NZ_CP103325.1_1-10495:._4	1	20
NZ_CP103326.1_43	NZ_CP103326.1_37394-47707:._8	NZ_CP103326.1_37394-47707:._7	-1	51
NZ_CP103326.1_60	NZ_CP103326.1_56226-66857:._6	NZ_CP103326.1_56226-66857:._5	-1	87
NZ_CP168853.1_71	NZ_CP168853.1_65695-76248:._9	NZ_CP168853.1_65695-76248:._10	1	34
NZ_CP032649.1_37	NZ_CP032649.1_30253-40884:._5	NZ_CP032649.1_30253-40884:._6	1	87
NZ_CP032649.1_39	NZ_CP032649.1_30253-40884:._7	NZ_CP032649.1_30253-40884:._8	1	-27
NZ_CP032650.1_25	NZ_CP032650.1_18105-28700:._4	NZ_CP032650.1_18105-28700:._5	1	1
NZ_CP032650.1_28	NZ_CP032650.1_18105-28700:._7	NZ_CP032650.1_18105-28700:._8	1	13
NZ_CP032650.1_37	NZ_CP032650.1_25054-35640:._6	NZ_CP032650.1_25054-35640:._7	1	-24
NZ_CP169269.1_2879	NZ_CP169269.1_2601283-2611902:._5	NZ_CP169269.1_2601283-2611902:._4	-1	99
NZ_CP189713.1_1	NZ_CP189713.1_1-5485:._1	NZ_CP189713.1_1-5485:._2	1	0
NZ_CP009650.1_7	NZ_CP009650.1_864-11570:._6	NZ_CP009650.1_864-11570:._7	1	4
NZ_CP009650.1_103	NZ_CP009650.1_102129-112748:._6	NZ_CP009650.1_102129-112748:._5	-1	100
NZ_CP009650.1_170	NZ_CP009650.1_166748-177613:._7	NZ_CP009650.1_166748-177613:._6	-1	70
NZ_LR132068.1_48	NZ_LR132068.1_39853-50469:._9	NZ_LR132068.1_39853-50469:._10	1	0
NZ_CP087469.1_1874	NZ_CP087469.1_1947396-1958012:._6	NZ_CP087469.1_1947396-1958012:._5	-1	0
NZ_CP018868.1_16	NZ_CP018868.1_3250-13842:._11	NZ_CP018868.1_3250-13842:._10	-1	97
NZ_CP018868.1_70	NZ_CP018868.1_52109-62701:._9	NZ_CP018868.1_52109-62701:._8	-1	97
NZ_CP059740.1_72	NZ_CP059740.1_54724-65067:._7	NZ_CP059740.1_54724-65067:._6	-1	10
NZ_CP093539.1_169	NZ_CP093539.1_155498-166117:._12	NZ_CP093539.1_155498-166117:._13	1	-21
NZ_CP014114.1_24	NZ_CP014114.1_19569-30176:._6	NZ_CP014114.1_19569-30176:._7	1	23
NZ_CP014114.1_27	NZ_CP014114.1_19569-30176:._9	NZ_CP014114.1_19569-30176:._10	1	64
NZ_CP050494.1_2	NZ_CP050494.1_1-5910:._2	NZ_CP050494.1_1-5910:._3	1	23
NZ_CP050494.1_17	NZ_CP050494.1_10450-21078:._7	NZ_CP050494.1_10450-21078:._6	-1	92
NZ_CP197295.1_42	NZ_CP197295.1_34463-44884:._7	NZ_CP197295.1_34463-44884:._8	1	0
NZ_CP197295.1_65	NZ_CP197295.1_56534-67138:._5	NZ_CP197295.1_56534-67138:._6	1	47
NZ_LR135220.1_9	NZ_LR135220.1_7702-18354:._4	NZ_LR135220.1_7702-18354:._5	1	75
NZ_LR135220.1_25	NZ_LR135220.1_12557-23170:._17	NZ_LR135220.1_12557-23170:._18	1	24
NZ_CP084237.1_23	NZ_CP084237.1_15051-25658:._6	NZ_CP084237.1_15051-25658:._5	-1	82
NZ_CP014171.1_4	NZ_CP014171.1_1-8828:._4	NZ_CP014171.1_1-8828:._5	1	36
NZ_CP045472.1_1557	NZ_CP045472.1_1711799-1722400:._9	NZ_CP045472.1_1711799-1722400:._10	1	16
NZ_CP014627.1_4	NZ_CP014627.1_1-7078:._4	NZ_CP014627.1_1-7078:._3	-1	76
NZ_CP014627.1_6	NZ_CP014627.1_1-7078:._6	NZ_CP014627.1_1-7078:._7	1	13
NZ_CP014627.1_12	NZ_CP014627.1_1-7078:._12	NZ_CP014627.1_1-7078:._11	-1	51
NZ_CP014631.1_20	NZ_CP014631.1_6649-17229:._10	NZ_CP014631.1_6649-17229:._9	-1	-10
NZ_CP014625.1_20	NZ_CP014625.1_6546-17126:._9	NZ_CP014625.1_6546-17126:._10	1	5
NZ_CP109841.1_31	NZ_CP109841.1_19451-30064:._12	NZ_CP109841.1_19451-30064:._13	1	13
NZ_CP109841.1_78	NZ_CP109841.1_62913-73535:._7	NZ_CP109841.1_62913-73535:._6	-1	90
NZ_CP109840.1_17	NZ_CP109840.1_8700-19316:._8	NZ_CP109840.1_8700-19316:._7	-1	0
NZ_CP109840.1_54	NZ_CP109840.1_42686-53308:._7	NZ_CP109840.1_42686-53308:._6	-1	14
NZ_CP109840.1_55	NZ_CP109840.1_42686-53308:._8	NZ_CP109840.1_42686-53308:._7	-1	11
NZ_CP196567.1_2760	NZ_CP196567.1_2690834-2701387:._5	NZ_CP196567.1_2690834-2701387:._6	1	4
NZ_CP196567.1_2890	NZ_CP196567.1_2829095-2839660:._6	NZ_CP196567.1_2829095-2839660:._7	1	26
NZ_CP141098.1_6	NZ_CP141098.1_1-9163:._6	NZ_CP141098.1_1-9163:._5	-1	63
NZ_CP141098.1_13	NZ_CP141098.1_5350-15993:._7	NZ_CP141098.1_5350-15993:._6	-1	22
NZ_OZ260688.1_816	NZ_OZ260688.1_804116-814474:._7	NZ_OZ260688.1_804116-814474:._6	-1	49
NZ_OZ260688.1_860	NZ_OZ260688.1_837736-848385:._7	NZ_OZ260688.1_837736-848385:._8	1	6
NZ_CP171613.1_12	NZ_CP171613.1_2702-13300:._9	NZ_CP171613.1_2702-13300:._10	1	61
NZ_CP171614.1_2	NZ_CP171614.1_1-5652:._2	NZ_CP171614.1_1-5652:._3	1	93
NZ_CP019652.1_547	NZ_CP019652.1_550309-560436:._7	NZ_CP019652.1_550309-560436:._8	1	29
NZ_CP113039.1_1419	NZ_CP113039.1_1497376-1507983:._15	NZ_CP113039.1_1497376-1507983:._16	1	7
NZ_CP059794.1_14	NZ_CP059794.1_6491-17104:._7	NZ_CP059794.1_6491-17104:._8	1	3
NZ_CP059794.1_73	NZ_CP059794.1_55139-65482:._7	NZ_CP059794.1_55139-65482:._6	-1	10
NZ_CP168874.1_60	NZ_CP168874.1_50611-61164:._5	NZ_CP168874.1_50611-61164:._6	1	4
NZ_CP025689.1_1413	NZ_CP025689.1_1488987-1499555:._6	NZ_CP025689.1_1488987-1499555:._7	1	32
NZ_CP046078.1_4	NZ_CP046078.1_1-9098:._4	NZ_CP046078.1_1-9098:._5	1	87
NZ_CP046078.1_18	NZ_CP046078.1_8206-18819:._7	NZ_CP046078.1_8206-18819:._8	1	0
NZ_CP046076.1_18	NZ_CP046076.1_16668-27146:._2	NZ_CP046076.1_16668-27146:._3	1	28
NZ_CP046076.1_19	NZ_CP046076.1_16668-27146:._3	NZ_CP046076.1_16668-27146:._4	1	1
NZ_CP096212.1_100	NZ_CP096212.1_77588-87931:._6	NZ_CP096212.1_77588-87931:._7	1	10
NZ_CP085295.1_16	NZ_CP085295.1_8237-18853:._4	NZ_CP085295.1_8237-18853:._3	-1	0
NZ_CP129369.1_1857	NZ_CP129369.1_1911420-1922048:._6	NZ_CP129369.1_1911420-1922048:._5	-1	22
NZ_OZ260807.1_324	NZ_OZ260807.1_328135-338718:._8	NZ_OZ260807.1_328135-338718:._7	-1	87
NZ_OZ260808.1_27	NZ_OZ260808.1_17256-27875:._6	NZ_OZ260808.1_17256-27875:._7	1	8
NZ_OZ260810.1_12	NZ_OZ260810.1_4275-14924:._9	NZ_OZ260810.1_4275-14924:._8	-1	-10
NZ_CP117507.1_15	NZ_CP117507.1_6070-16686:._7	NZ_CP117507.1_6070-16686:._6	-1	0
NZ_CP187572.1_27	NZ_CP187572.1_18023-28654:._4	NZ_CP187572.1_18023-28654:._3	-1	65
NZ_CP187572.1_28	NZ_CP187572.1_18023-28654:._5	NZ_CP187572.1_18023-28654:._4	-1	73
NZ_CP187572.1_34	NZ_CP187572.1_18023-28654:._11	NZ_CP187572.1_18023-28654:._10	-1	29
NZ_CP140879.1_22	NZ_CP140879.1_9214-19815:._9	NZ_CP140879.1_9214-19815:._8	-1	49
NZ_CP157935.1_1287	NZ_CP157935.1_1371386-1381642:._7	NZ_CP157935.1_1371386-1381642:._8	1	30
NZ_CP035438.1_253	NZ_CP035438.1_263282-273883:._8	NZ_CP035438.1_263282-273883:._9	1	16
NZ_JBRFUT010000002.1_6	NZ_JBRFUT010000002.1_937-11562:._5	NZ_JBRFUT010000002.1_937-11562:._4	-1	-3
NZ_CP068245.1_60	NZ_CP068245.1_42281-52618:._13	NZ_CP068245.1_42281-52618:._14	1	17
NZ_CP068245.1_84	NZ_CP068245.1_67760-78382:._7	NZ_CP068245.1_67760-78382:._6	-1	90
NZ_CP068245.1_112	NZ_CP068245.1_90856-101277:._7	NZ_CP068245.1_90856-101277:._6	-1	0
NZ_CP068246.1_44	NZ_CP068246.1_30854-41470:._7	NZ_CP068246.1_30854-41470:._6	-1	0
NZ_CP068246.1_53	NZ_CP068246.1_41340-51962:._4	NZ_CP068246.1_41340-51962:._5	1	92
NZ_CP102717.1_2	NZ_CP102717.1_1-5946:._2	NZ_CP102717.1_1-5946:._1	-1	-10
NZ_CP102718.1_10	NZ_CP102718.1_3004-13653:._7	NZ_CP102718.1_3004-13653:._6	-1	4
NZ_CP065774.1_165	NZ_CP065774.1_150471-161087:._4	NZ_CP065774.1_150471-161087:._3	-1	0
NZ_CP016091.1_2720	NZ_CP016091.1_2966319-2976917:._6	NZ_CP016091.1_2966319-2976917:._5	-1	89
NZ_CP017364.1_8	NZ_CP017364.1_3452-14035:._6	NZ_CP017364.1_3452-14035:._5	-1	97
NZ_CP017364.1_12	NZ_CP017364.1_3452-14035:._10	NZ_CP017364.1_3452-14035:._11	1	-42
NZ_CP017364.1_63	NZ_CP017364.1_54088-64647:._4	NZ_CP017364.1_54088-64647:._5	1	49
NZ_CP072580.1_39	NZ_CP072580.1_19290-29912:._15	NZ_CP072580.1_19290-29912:._14	-1	73
NZ_CP072580.1_181	NZ_CP072580.1_149756-160099:._6	NZ_CP072580.1_149756-160099:._7	1	10
NZ_JBSUOB010000002.1_21	NZ_JBSUOB010000002.1_10173-20822:._10	NZ_JBSUOB010000002.1_10173-20822:._11	1	6
NZ_AP027096.1_73	NZ_AP027096.1_63473-74206:._8	NZ_AP027096.1_63473-74206:._9	1	21
NZ_CP170114.1_2931	NZ_CP170114.1_3049714-3060330:._8	NZ_CP170114.1_3049714-3060330:._7	-1	0
NZ_CP148607.1_19	NZ_CP148607.1_13239-23972:._5	NZ_CP148607.1_13239-23972:._6	1	21
NZ_CP021931.1_65	NZ_CP021931.1_49035-59552:._7	NZ_CP021931.1_49035-59552:._6	-1	49
NZ_CP169739.1_1878	NZ_CP169739.1_1929485-1940110:._4	NZ_CP169739.1_1929485-1940110:._3	-1	-3
NZ_LT854705.1_2431	NZ_LT854705.1_2681400-2692016:._6	NZ_LT854705.1_2681400-2692016:._7	1	-10
NZ_CP028386.1_1742	NZ_CP028386.1_1657137-1667753:._8	NZ_CP028386.1_1657137-1667753:._7	-1	15
NZ_JAOXXZ010000003.1_159	NZ_JAOXXZ010000003.1_138044-148465:._7	NZ_JAOXXZ010000003.1_138044-148465:._8	1	0
NZ_CP023643.1_699	NZ_CP023643.1_727657-738279:._5	NZ_CP023643.1_727657-738279:._4	-1	-55
NZ_CP011871.1_34	NZ_CP011871.1_19235-29794:._9	NZ_CP011871.1_19235-29794:._10	1	13
NZ_CP011871.1_61	NZ_CP011871.1_42447-53045:._6	NZ_CP011871.1_42447-53045:._5	-1	69
NZ_CP076610.1_1913	NZ_CP076610.1_1988824-1999410:._8	NZ_CP076610.1_1988824-1999410:._7	-1	14
NC_013767.1_4	NC_013767.1_1120-11673:._4	NC_013767.1_1120-11673:._3	-1	4
NC_013767.1_10	NC_013767.1_1120-11673:._10	NC_013767.1_1120-11673:._11	1	-10
NZ_CP170216.1_61	NZ_CP170216.1_67450-78081:._7	NZ_CP170216.1_67450-78081:._6	-1	61
NZ_CP148663.1_27	NZ_CP148663.1_24075-34808:._10	NZ_CP148663.1_24075-34808:._11	1	21
NZ_CP028161.1_47	NZ_CP028161.1_34396-44991:._5	NZ_CP028161.1_34396-44991:._4	-1	-3
NZ_LR135260.1_14	NZ_LR135260.1_5558-14955:._8	NZ_LR135260.1_5558-14955:._9	1	16
NZ_CP149540.1_5	NZ_CP149540.1_1-9787:._5	NZ_CP149540.1_1-9787:._4	-1	31
NZ_CP149540.1_9	NZ_CP149540.1_2115-12719:._7	NZ_CP149540.1_2115-12719:._8	1	4
NZ_CP149541.1_9	NZ_CP149541.1_13350-23972:._2	NZ_CP149541.1_13350-23972:._1	-1	-9
NZ_CP149542.1_9	NZ_CP149542.1_288-10910:._9	NZ_CP149542.1_288-10910:._10	1	96
NZ_CP069520.1_2666	NZ_CP069520.1_2900009-2910640:._6	NZ_CP069520.1_2900009-2910640:._5	-1	25
NZ_CP118959.1_74	NZ_CP118959.1_88376-98950:._10	NZ_CP118959.1_88376-98950:._11	1	0
NZ_CP133840.1_13	NZ_CP133840.1_8513-19144:._5	NZ_CP133840.1_8513-19144:._6	1	87
NZ_CP025083.1_43	NZ_CP025083.1_38473-49026:._4	NZ_CP025083.1_38473-49026:._3	-1	4
NZ_CP025083.1_49	NZ_CP025083.1_38473-49026:._10	NZ_CP025083.1_38473-49026:._11	1	-10
NZ_CP024844.1_3	NZ_CP024844.1_1-5693:._3	NZ_CP024844.1_1-5693:._4	1	0
NZ_CP145209.1_25	NZ_CP145209.1_16416-27023:._3	NZ_CP145209.1_16416-27023:._2	-1	-3
NZ_CP032437.1_10	NZ_CP032437.1_2255-12835:._8	NZ_CP032437.1_2255-12835:._7	-1	11
NZ_CP032438.1_47	NZ_CP032438.1_33546-44129:._10	NZ_CP032438.1_33546-44129:._9	-1	35
NZ_CP025993.1_31	NZ_CP025993.1_21277-31890:._6	NZ_CP025993.1_21277-31890:._5	-1	18
NZ_CP148600.1_16	NZ_CP148600.1_12474-23099:._4	NZ_CP148600.1_12474-23099:._3	-1	1
NZ_CP018062.1_119	NZ_CP018062.1_102922-113121:._10	NZ_CP018062.1_102922-113121:._11	1	-3
NZ_CP160833.1_1320	NZ_CP160833.1_1364017-1374192:._6	NZ_CP160833.1_1364017-1374192:._7	1	0
NZ_CP041658.1_71	NZ_CP041658.1_60623-71272:._8	NZ_CP041658.1_60623-71272:._7	-1	6
NZ_CP119338.1_140	NZ_CP119338.1_136561-147189:._6	NZ_CP119338.1_136561-147189:._7	1	22
NZ_CP119338.1_174	NZ_CP119338.1_167498-178129:._6	NZ_CP119338.1_167498-178129:._7	1	61
NZ_CP166881.1_369	NZ_CP166881.1_383182-393831:._8	NZ_CP166881.1_383182-393831:._7	-1	6
NZ_CP025591.1_27	NZ_CP025591.1_17457-28088:._7	NZ_CP025591.1_17457-28088:._8	1	87
NZ_CP059817.1_72	NZ_CP059817.1_54725-65068:._7	NZ_CP059817.1_54725-65068:._6	-1	10
NZ_CP098328.1_11	NZ_CP098328.1_6439-17070:._5	NZ_CP098328.1_6439-17070:._6	1	87
NZ_CP184168.1_14	NZ_CP184168.1_5564-14949:._8	NZ_CP184168.1_5564-14949:._9	1	-7
NZ_CP184168.1_252	NZ_CP184168.1_212215-222558:._7	NZ_CP184168.1_212215-222558:._6	-1	10
NZ_CP070896.1_2810	NZ_CP070896.1_2271347-2281627:._7	NZ_CP070896.1_2271347-2281627:._8	1	-42
NZ_CP129461.1_1784	NZ_CP129461.1_1888861-1899477:._6	NZ_CP129461.1_1888861-1899477:._5	-1	0
NZ_CP175931.1_68	NZ_CP175931.1_58683-69293:._13	NZ_CP175931.1_58683-69293:._14	1	34
NZ_CP150655.1_8	NZ_CP150655.1_785-11338:._7	NZ_CP150655.1_785-11338:._8	1	12
NZ_CP123988.1_26	NZ_CP123988.1_12675-23258:._7	NZ_CP123988.1_12675-23258:._6	-1	8
NZ_LR135298.1_5	NZ_LR135298.1_1-7816:._5	NZ_LR135298.1_1-7816:._6	1	17
NZ_LR135298.1_7	NZ_LR135298.1_1-7816:._7	NZ_LR135298.1_1-7816:._8	1	36
NZ_LR135298.1_11	NZ_LR135298.1_1-7816:._11	NZ_LR135298.1_1-7816:._12	1	86
NZ_LR135299.1_7	NZ_LR135299.1_2423-13033:._4	NZ_LR135299.1_2423-13033:._3	-1	11
NZ_CP066382.1_132	NZ_CP066382.1_115634-125977:._8	NZ_CP066382.1_115634-125977:._7	-1	10
NZ_CP095729.1_81	NZ_CP095729.1_62579-73195:._9	NZ_CP095729.1_62579-73195:._8	-1	32
NZ_CP119110.1_12	NZ_CP119110.1_9427-19980:._4	NZ_CP119110.1_9427-19980:._3	-1	12
NZ_CP191306.1_54	NZ_CP191306.1_40456-51057:._9	NZ_CP191306.1_40456-51057:._10	1	16
NZ_CP116750.1_1	NZ_CP116750.1_1-5523:._1	NZ_CP116750.1_1-5523:._2	1	77
NZ_CP116750.1_59	NZ_CP116750.1_41743-52326:._4	NZ_CP116750.1_41743-52326:._5	1	8
NZ_CP197317.1_28	NZ_CP197317.1_19416-30020:._4	NZ_CP197317.1_19416-30020:._3	-1	47
NZ_CP150978.1_1979	NZ_CP150978.1_2012992-2023176:._8	NZ_CP150978.1_2012992-2023176:._9	1	-37
NC_013198.1_434	NC_013198.1_434989-445638:._4	NC_013198.1_434989-445638:._5	1	6
NZ_CP148639.1_17	NZ_CP148639.1_6088-16821:._12	NZ_CP148639.1_6088-16821:._11	-1	21
NZ_CP059748.1_72	NZ_CP059748.1_54725-65068:._7	NZ_CP059748.1_54725-65068:._6	-1	10
NZ_CP114209.1_2	NZ_CP114209.1_1-5417:._2	NZ_CP114209.1_1-5417:._1	-1	87
NZ_CP124895.1_40	NZ_CP124895.1_36529-47133:._8	NZ_CP124895.1_36529-47133:._7	-1	-15
NZ_CP124896.1_35	NZ_CP124896.1_32206-42810:._2	NZ_CP124896.1_32206-42810:._3	1	61
NZ_CP124896.1_40	NZ_CP124896.1_32206-42810:._7	NZ_CP124896.1_32206-42810:._8	1	47
NZ_CP036029.1_3	NZ_CP036029.1_1-7097:._3	NZ_CP036029.1_1-7097:._2	-1	17
NZ_CP036030.1_320	NZ_CP036030.1_319826-330400:._9	NZ_CP036030.1_319826-330400:._8	-1	-3
NZ_JBRFVD010000004.1_15	NZ_JBRFVD010000004.1_5353-14726:._7	NZ_JBRFVD010000004.1_5353-14726:._8	1	-3
NZ_CP176711.1_80	NZ_CP176711.1_48771-59324:._4	NZ_CP176711.1_48771-59324:._3	-1	4
NZ_CP176711.1_98	NZ_CP176711.1_62155-72762:._7	NZ_CP176711.1_62155-72762:._8	1	-10
NZ_CP085321.1_18	NZ_CP085321.1_8918-19471:._6	NZ_CP085321.1_8918-19471:._7	1	13
NZ_CP152089.1_38	NZ_CP152089.1_25565-36169:._2	NZ_CP152089.1_25565-36169:._1	-1	-49
NZ_CP152089.1_207	NZ_CP152089.1_164572-175176:._7	NZ_CP152089.1_164572-175176:._6	-1	48
NZ_LN898145.1_56	NZ_LN898145.1_35609-45841:._4	NZ_LN898145.1_35609-45841:._5	1	51
NZ_CP127397.1_1540	NZ_CP127397.1_1602516-1613132:._6	NZ_CP127397.1_1602516-1613132:._7	1	0
NZ_CP121479.1_3	NZ_CP121479.1_1-7444:._3	NZ_CP121479.1_1-7444:._2	-1	47
NZ_AP022875.1_226	NZ_AP022875.1_221314-231957:._5	NZ_AP022875.1_221314-231957:._6	1	-7
NZ_CP053342.1_7	NZ_CP053342.1_1119-11750:._5	NZ_CP053342.1_1119-11750:._4	-1	87
NZ_CP035661.1_120	NZ_CP035661.1_97913-108256:._6	NZ_CP035661.1_97913-108256:._7	1	10
NZ_CP117240.1_29	NZ_CP117240.1_19764-30371:._6	NZ_CP117240.1_19764-30371:._7	1	15
NZ_CP117239.1_11	NZ_CP117239.1_5299-14690:._5	NZ_CP117239.1_5299-14690:._6	1	15
NZ_CP097886.1_1609	NZ_CP097886.1_1486166-1496515:._7	NZ_CP097886.1_1486166-1496515:._6	-1	-61
NZ_CP059765.1_181	NZ_CP059765.1_147847-158190:._7	NZ_CP059765.1_147847-158190:._6	-1	10
NZ_CP131796.1_77	NZ_CP131796.1_65322-75665:._7	NZ_CP131796.1_65322-75665:._6	-1	10
NZ_CP053973.1_100	NZ_CP053973.1_86086-96636:._6	NZ_CP053973.1_86086-96636:._7	1	13
NZ_CP053973.1_127	NZ_CP053973.1_114898-125469:._5	NZ_CP053973.1_114898-125469:._4	-1	61
NZ_CP157204.1_46	NZ_CP157204.1_42431-53062:._6	NZ_CP157204.1_42431-53062:._5	-1	87
NZ_CP066081.1_1	NZ_CP066081.1_1-9650:._1	NZ_CP066081.1_1-9650:._2	1	72
NZ_CP066081.1_6	NZ_CP066081.1_1-9650:._6	NZ_CP066081.1_1-9650:._5	-1	12
NZ_CP066081.1_13	NZ_CP066081.1_1-9650:._13	NZ_CP066081.1_1-9650:._12	-1	59
NZ_CP066080.1_44	NZ_CP066080.1_34024-44499:._3	NZ_CP066080.1_34024-44499:._4	1	55
NZ_CP066082.1_6	NZ_CP066082.1_1-5703:._6	NZ_CP066082.1_1-5703:._7	1	79
NZ_CP066084.1_1	NZ_CP066084.1_1-10113:._1	NZ_CP066084.1_1-10113:._2	1	40
NZ_CP066084.1_6	NZ_CP066084.1_1-10113:._6	NZ_CP066084.1_1-10113:._7	1	2
NZ_CP045776.1_172	NZ_CP045776.1_185640-196265:._4	NZ_CP045776.1_185640-196265:._3	-1	-3
NZ_CP031070.1_84	NZ_CP031070.1_69148-79410:._5	NZ_CP031070.1_69148-79410:._6	1	21
NZ_CM149705.1_2966	NZ_CM149705.1_3018127-3028680:._9	NZ_CM149705.1_3018127-3028680:._10	1	85
NZ_CP103040.1_11	NZ_CP103040.1_5012-14430:._6	NZ_CP103040.1_5012-14430:._5	-1	75
NZ_CP103040.1_19	NZ_CP103040.1_12190-22500:._7	NZ_CP103040.1_12190-22500:._6	-1	16
NZ_CP103040.1_20	NZ_CP103040.1_12190-22500:._8	NZ_CP103040.1_12190-22500:._7	-1	4
NZ_CP125990.1_382	NZ_CP125990.1_457436-468070:._6	NZ_CP125990.1_457436-468070:._7	1	-7
NZ_CP185303.1_3	NZ_CP185303.1_1-7855:._4	NZ_CP185303.1_1-7855:._5	1	6
NZ_CP143265.1_24	NZ_CP143265.1_7509-18158:._12	NZ_CP143265.1_7509-18158:._11	-1	6
NZ_CP129460.1_1870	NZ_CP129460.1_1946816-1957432:._6	NZ_CP129460.1_1946816-1957432:._5	-1	0
NZ_CP028164.1_25	NZ_CP028164.1_17633-28186:._4	NZ_CP028164.1_17633-28186:._3	-1	12
NZ_CP016356.1_55	NZ_CP016356.1_35971-46620:._8	NZ_CP016356.1_35971-46620:._7	-1	6
NZ_CP117499.1_6	NZ_CP117499.1_1-9741:._6	NZ_CP117499.1_1-9741:._7	1	94
NZ_CP130520.1_2447	NZ_CP130520.1_2638973-2649574:._9	NZ_CP130520.1_2638973-2649574:._8	-1	16
NZ_CP195339.1_7	NZ_CP195339.1_1456-12087:._5	NZ_CP195339.1_1456-12087:._6	1	-10
NZ_CP137210.1_13	NZ_CP137210.1_5541-14983:._7	NZ_CP137210.1_5541-14983:._8	1	1
NZ_CP124919.1_96	NZ_CP124919.1_85254-95858:._3	NZ_CP124919.1_85254-95858:._4	1	47
