downstream_orf	blast_hit_id	contig	orf_start	orf_stop	strand	nearest_defense_gene	nearest_defense_type	nearest_distance_bp	defense_genes_in_window	proximity_score	density_score	defense_score	interpro_domains
NZ_CP092574.1_1632375-1642976:._7	NZ_CP092574.1_1662	NZ_CP092574.1_1632375-1642976	4292	4984	-1	NZ_CP092574.1_1632375-1642976:._15	MazEF	4978	0	0.083	0.0	0.0498	IPR006171;IPR013497;IPR034144
NZ_CP092574.1_1681303-1691907:._7	NZ_CP092574.1_1728	NZ_CP092574.1_1681303-1691907	4490	4969	-1	none	none	0	0	0.0	0.0	0.0	IPR025586
NZ_CP092574.1_1704095-1714717:._10	NZ_CP092574.1_1755	NZ_CP092574.1_1704095-1714717	4758	4970	-1	NZ_CP092574.1_1704095-1714717:._1	RM	3486	1	0.175	0.1	0.145	
NZ_CP015252.1_89047-99612:._3	NZ_CP015252.1_100	NZ_CP015252.1_89047-99612	1707	2162	-1	none	none	0	0	0.0	0.0	0.0	
NZ_CP015251.1_1-5493:._1	NZ_CP015251.1_2	NZ_CP015251.1_1-5493	468	1280	-1	none	none	0	0	0.0	0.0	0.0	IPR001584
NZ_CP015251.1_142931-153475:._8	NZ_CP015251.1_184	NZ_CP015251.1_142931-153475	3622	4965	-1	none	none	0	0	0.0	0.0	0.0	IPR001387;IPR001584
NZ_CP162014.1_1-5893:._4	NZ_CP162014.1_3	NZ_CP162014.1_1-5893	2717	3832	1	none	none	0	0	0.0	0.0	0.0	IPR003135;IPR040686
NZ_CP079966.1_50248-60813:._7	NZ_CP079966.1_61	NZ_CP079966.1_50248-60813	5580	6380	1	none	none	0	0	0.0	0.0	0.0	IPR043733
NZ_JBRFUM010000002.1_180379-191004:._8	NZ_JBRFUM010000002.1_161	NZ_JBRFUM010000002.1_180379-191004	5623	8676	1	none	none	0	0	0.0	0.0	0.0	IPR002513;IPR025296
NZ_LR738724.1_994347-1004963:._6	NZ_LR738724.1_928	NZ_LR738724.1_994347-1004963	5617	7761	1	none	none	0	0	0.0	0.0	0.0	IPR006171;IPR013497;IPR013498;IPR034144
NZ_CP035221.1_44365-54786:._4	NZ_CP035221.1_47	NZ_CP035221.1_44365-54786	3699	5000	-1	none	none	0	0	0.0	0.0	0.0	IPR006171;IPR013497;IPR034144
NZ_CP035221.1_223411-233832:._6	NZ_CP035221.1_251	NZ_CP035221.1_223411-233832	4644	5000	-1	none	none	0	0	0.0	0.0	0.0	IPR006171
NZ_AP025333.1_1194982-1205598:._5	NZ_AP025333.1_1157	NZ_AP025333.1_1194982-1205598	2856	5000	-1	none	none	0	0	0.0	0.0	0.0	IPR006171;IPR013497;IPR013498;IPR034144
NZ_CP143884.1_29742-40040:._6	NZ_CP143884.1_29	NZ_CP143884.1_29742-40040	5299	5547	1	none	none	0	0	0.0	0.0	0.0	
NC_011134.1_1153850-1164505:._2	NC_011134.1_1061	NC_011134.1_1153850-1164505	3978	4931	-1	none	none	0	0	0.0	0.0	0.0	IPR025246
NZ_CP148642.1_41322-52055:._11	NZ_CP148642.1_58	NZ_CP148642.1_41322-52055	4872	4979	-1	NZ_CP148642.1_41322-52055:._13	6A_MBL	1297	2	0.5228	0.2	0.3937	
NZ_CP030136.1_2691412-2702043:._5	NZ_CP030136.1_2544	NZ_CP030136.1_2691412-2702043	4625	4939	-1	none	none	0	0	0.0	0.0	0.0	IPR001845;IPR011991
NZ_CP030136.1_2720634-2731262:._5	NZ_CP030136.1_2577	NZ_CP030136.1_2720634-2731262	4478	4978	-1	none	none	0	0	0.0	0.0	0.0	
NZ_CP127376.1_1-8882:._5	NZ_CP127376.1_4	NZ_CP127376.1_1-8882	4198	6105	1	NZ_CP127376.1_1-8882:._4	Retron	54	2	0.9734	0.2	0.664	IPR002288;IPR003594;IPR006171;IPR013506;IPR034160
NZ_CP127376.1_2700989-2711146:._7	NZ_CP127376.1_2699	NZ_CP127376.1_2700989-2711146	4539	5006	-1	none	none	0	0	0.0	0.0	0.0	IPR006119
NZ_CP168870.1_50611-61164:._6	NZ_CP168870.1_60	NZ_CP168870.1_50611-61164	5558	8473	1	none	none	0	0	0.0	0.0	0.0	IPR002513;IPR025296
NZ_CP169694.1_65763-76316:._3	NZ_CP169694.1_71	NZ_CP169694.1_65763-76316	2081	4996	-1	none	none	0	0	0.0	0.0	0.0	IPR002513;IPR025296
NZ_CP183472.1_79048-89784:._8	NZ_CP183472.1_91	NZ_CP183472.1_79048-89784	5762	7186	1	NZ_CP183472.1_79048-89784:._6	Septu	937	2	0.6259	0.2	0.4556	
NZ_CP009350.1_29901-40451:._5	NZ_CP009350.1_36	NZ_CP009350.1_29901-40451	2006	4987	-1	NZ_CP009350.1_29901-40451:._8	AbiE	1822	1	0.4021	0.1	0.2813	IPR002513;IPR025296
NZ_CP130512.1_2672507-2683108:._8	NZ_CP130512.1_2490	NZ_CP130512.1_2672507-2683108	4292	4984	-1	NZ_CP130512.1_2672507-2683108:._14	Lamassu-Fam	3308	7	0.1913	0.7	0.3948	IPR006171;IPR013497;IPR034144
NZ_CP163401.1_569444-580060:._5	NZ_CP163401.1_566	NZ_CP163401.1_569444-580060	4716	5000	-1	none	none	0	0	0.0	0.0	0.0	
NZ_CP062266.1_6491-17104:._8	NZ_CP062266.1_14	NZ_CP062266.1_6491-17104	7819	8304	1	NZ_CP062266.1_6491-17104:._7	AbiE	3	1	0.9985	0.1	0.6391	IPR000424
NZ_CP062266.1_55139-65482:._6	NZ_CP062266.1_73	NZ_CP062266.1_55139-65482	4730	4990	-1	NZ_CP062266.1_55139-65482:._4	RosmerTA	1530	4	0.4653	0.4	0.4392	IPR006120
NZ_JBRFUL010000002.1_65970-76544:._11	NZ_JBRFUL010000002.1_50	NZ_JBRFUL010000002.1_65970-76544	5575	5997	1	none	none	0	0	0.0	0.0	0.0	IPR002711;IPR003615
NZ_JBSXGX010000002.1_6209-16759:._7	NZ_JBSXGX010000002.1_16	NZ_JBSXGX010000002.1_6209-16759	4064	4936	-1	NZ_JBSXGX010000002.1_6209-16759:._12	RM	2918	2	0.2325	0.2	0.2195	IPR000847;IPR005119
NZ_CP029758.2_3908103-3918371:._7	NZ_CP029758.2_3638	NZ_CP029758.2_3908103-3918371	4698	4946	-1	none	none	0	0	0.0	0.0	0.0	IPR006120
NZ_CP028224.1_745-11376:._7	NZ_CP028224.1_8	NZ_CP028224.1_745-11376	4011	4913	-1	none	none	0	0	0.0	0.0	0.0	IPR003740;IPR019264
NZ_CP028225.1_9025-19578:._5	NZ_CP028225.1_16	NZ_CP028225.1_9025-19578	3620	5755	1	NZ_CP028225.1_9025-19578:._9	PrrC	1896	2	0.3875	0.2	0.3125	IPR006171;IPR013497;IPR025589;IPR034144
NZ_CP044501.1_18800-29431:._5	NZ_CP044501.1_26	NZ_CP044501.1_18800-29431	4011	4913	-1	none	none	0	0	0.0	0.0	0.0	IPR003740;IPR019264
NZ_CP065424.1_3546973-3557526:._9	NZ_CP065424.1_3543	NZ_CP065424.1_3546973-3557526	5646	6041	1	none	none	0	0	0.0	0.0	0.0	IPR046929
NZ_CP168897.1_50485-61038:._6	NZ_CP168897.1_60	NZ_CP168897.1_50485-61038	5558	8473	1	none	none	0	0	0.0	0.0	0.0	IPR002513;IPR025296
NZ_CP085414.1_69927-80552:._3	NZ_CP085414.1_74	NZ_CP085414.1_69927-80552	1950	5003	-1	none	none	0	0	0.0	0.0	0.0	IPR002513;IPR025296
NZ_CP044414.1_6246-16829:._7	NZ_CP044414.1_18	NZ_CP044414.1_6246-16829	5937	6239	-1	NZ_CP044414.1_6246-16829:._14	CBASS	3662	3	0.1603	0.3	0.2162	IPR035528
NZ_DBJOSQ010000002.1_79591-90144:._2	NZ_DBJOSQ010000002.1_91	NZ_DBJOSQ010000002.1_79591-90144	1323	1985	-1	none	none	0	0	0.0	0.0	0.0	IPR000064;IPR031304
NZ_DBJOSQ010000002.1_79591-90144:._3	NZ_DBJOSQ010000002.1_92	NZ_DBJOSQ010000002.1_79591-90144	2081	4996	-1	none	none	0	0	0.0	0.0	0.0	IPR002513;IPR025296
NZ_DBJOSQ010000003.1_57866-68473:._4	NZ_DBJOSQ010000003.1_72	NZ_DBJOSQ010000003.1_57866-68473	4783	5010	-1	NZ_DBJOSQ010000003.1_57866-68473:._3	RosmerTA	361	2	0.8349	0.2	0.5809	
NZ_DBJOSQ010000003.1_71304-81857:._9	NZ_DBJOSQ010000003.1_91	NZ_DBJOSQ010000003.1_71304-81857	5558	8473	1	NZ_DBJOSQ010000003.1_71304-81857:._5	MazEF	3525	0	0.1716	0.0	0.103	IPR002513;IPR025296
NZ_CP146870.1_1-7987:._5	NZ_CP146870.1_4	NZ_CP146870.1_1-7987	3074	3976	1	none	none	0	0	0.0	0.0	0.0	IPR003740;IPR019264
NC_008598.1_1-8599:._4	NC_008598.1_5	NC_008598.1_1-8599	2151	2975	-1	none	none	0	0	0.0	0.0	0.0	IPR000305
NZ_CP124915.1_37926-48569:._8	NZ_CP124915.1_46	NZ_CP124915.1_37926-48569	5666	5872	1	none	none	0	0	0.0	0.0	0.0	
NZ_AP022957.1_200736-211379:._6	NZ_AP022957.1_213	NZ_AP022957.1_200736-211379	5637	5891	1	NZ_AP022957.1_200736-211379:._11	Thoeris	3822	3	0.1479	0.3	0.2088	IPR018690
NZ_CP064408.1_36852-47474:._10	NZ_CP064408.1_40	NZ_CP064408.1_36852-47474	5653	5868	1	none	none	0	0	0.0	0.0	0.0	
NZ_LR135430.1_292-10914:._7	NZ_LR135430.1_7	NZ_LR135430.1_292-10914	5719	6399	1	none	none	0	0	0.0	0.0	0.0	IPR032874
NZ_JBQPFJ010000002.1_13165-23721:._8	NZ_JBQPFJ010000002.1_18	NZ_JBQPFJ010000002.1_13165-23721	5554	8538	1	none	none	0	0	0.0	0.0	0.0	IPR002513;IPR025296
NZ_CP169384.1_23211-33944:._6	NZ_CP169384.1_29	NZ_CP169384.1_23211-33944	5755	5862	1	none	none	0	0	0.0	0.0	0.0	
NZ_OZ298371.1_3542-14095:._5	NZ_OZ298371.1_10	NZ_OZ298371.1_3542-14095	3376	3726	-1	NZ_OZ298371.1_3542-14095:._7	RM	1010	1	0.6035	0.1	0.4021	IPR025668
NZ_OZ298374.1_21548-32131:._7	NZ_OZ298374.1_30	NZ_OZ298374.1_21548-32131	5427	6890	1	none	none	0	0	0.0	0.0	0.0	IPR029303
NZ_OZ298376.1_1-5772:._3	NZ_OZ298376.1_2	NZ_OZ298376.1_1-5772	1824	3182	1	none	none	0	0	0.0	0.0	0.0	IPR003594;IPR003661
NZ_CP132397.1_1962681-1973297:._5	NZ_CP132397.1_1885	NZ_CP132397.1_1962681-1973297	4716	5000	-1	none	none	0	0	0.0	0.0	0.0	
NZ_CP162628.1_17556-28217:._8	NZ_CP162628.1_27	NZ_CP162628.1_17556-28217	5684	6166	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP162628.1_42454-53016:._10	NZ_CP162628.1_64	NZ_CP162628.1_42454-53016	4145	4927	-1	none	none	0	0	0.0	0.0	0.0	IPR001387
NZ_CP087101.1_25310-35872:._11	NZ_CP087101.1_35	NZ_CP087101.1_25310-35872	8282	8758	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP170481.1_18216-28808:._10	NZ_CP170481.1_29	NZ_CP170481.1_18216-28808	5633	6496	1	NZ_CP170481.1_18216-28808:._12	Anti_CRISPR	835	1	0.6587	0.1	0.4352	IPR025669
NZ_CP119151.1_108638-118981:._7	NZ_CP119151.1_135	NZ_CP119151.1_108638-118981	5354	5614	1	NZ_CP119151.1_108638-118981:._9	RosmerTA	1530	4	0.4653	0.4	0.4392	IPR006120
NZ_CP119152.1_3065-13678:._9	NZ_CP119152.1_13	NZ_CP119152.1_3065-13678	6970	7245	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP119153.1_7488-17831:._7	NZ_CP119153.1_18	NZ_CP119153.1_7488-17831	5354	5614	1	NZ_CP119153.1_7488-17831:._9	RosmerTA	1530	4	0.4653	0.4	0.4392	IPR006120
NZ_CP099799.1_1574467-1585080:._11	NZ_CP099799.1_1498	NZ_CP099799.1_1574467-1585080	5645	6367	1	none	none	0	0	0.0	0.0	0.0	IPR018925
NZ_CP093954.1_18240-28862:._7	NZ_CP093954.1_30	NZ_CP093954.1_18240-28862	5114	5842	-1	none	none	0	0	0.0	0.0	0.0	IPR001789;IPR018060
NZ_CP093954.1_172544-183157:._4	NZ_CP093954.1_206	NZ_CP093954.1_172544-183157	2299	2535	-1	NZ_CP093954.1_172544-183157:._3	AbiH	133	1	0.9357	0.1	0.6014	
NZ_CP100420.1_2013714-2024282:._5	NZ_CP100420.1_1863	NZ_CP100420.1_2013714-2024282	4507	4920	-1	none	none	0	0	0.0	0.0	0.0	IPR000086
NZ_CP199845.1_3110681-3120799:._7	NZ_CP199845.1_2924	NZ_CP199845.1_3110681-3120799	5104	5961	1	none	none	0	0	0.0	0.0	0.0	IPR001584
NZ_CP199845.1_3184390-3195021:._5	NZ_CP199845.1_2996	NZ_CP199845.1_3184390-3195021	4011	4913	-1	none	none	0	0	0.0	0.0	0.0	IPR003740;IPR019264
NZ_CP199845.1_3265073-3275362:._9	NZ_CP199845.1_3097	NZ_CP199845.1_3265073-3275362	5374	5607	1	none	none	0	0	0.0	0.0	0.0	
NZ_AP022922.1_286594-297237:._6	NZ_AP022922.1_278	NZ_AP022922.1_286594-297237	4753	5007	-1	NZ_AP022922.1_286594-297237:._1	Thoeris	3824	3	0.1478	0.3	0.2087	IPR018690
NZ_CP070059.1_8936-19543:._4	NZ_CP070059.1_13	NZ_CP070059.1_8936-19543	3306	3575	-1	none	none	0	0	0.0	0.0	0.0	IPR009081
NZ_CP070061.1_1-8507:._5	NZ_CP070061.1_3	NZ_CP070061.1_1-8507	6218	7105	1	none	none	0	0	0.0	0.0	0.0	IPR016477
NZ_CP175107.1_1-5645:._2	NZ_CP175107.1_1	NZ_CP175107.1_1-5645	354	2492	1	none	none	0	0	0.0	0.0	0.0	IPR013610
NZ_CP183223.1_30794-41374:._2	NZ_CP183223.1_41	NZ_CP183223.1_30794-41374	577	1080	-1	NZ_CP183223.1_30794-41374:._6	MazEF	2065	1	0.3561	0.1	0.2537	IPR002559
NZ_CP116439.1_42195-52928:._5	NZ_CP116439.1_56	NZ_CP116439.1_42195-52928	5755	5862	1	NZ_CP116439.1_42195-52928:._3	6A_MBL	1296	2	0.5231	0.2	0.3939	
NZ_CP168910.1_21500-32053:._3	NZ_CP168910.1_27	NZ_CP168910.1_21500-32053	2081	4996	-1	NZ_CP168910.1_21500-32053:._7	MazEF	3525	0	0.1716	0.0	0.103	IPR002513;IPR025296
NZ_CP168910.1_34884-45491:._8	NZ_CP168910.1_46	NZ_CP168910.1_34884-45491	5598	5825	1	NZ_CP168910.1_34884-45491:._9	RosmerTA	361	2	0.8349	0.2	0.5809	
NZ_CP168913.1_46705-57312:._14	NZ_CP168913.1_53	NZ_CP168913.1_46705-57312	10265	10606	1	none	none	0	0	0.0	0.0	0.0	IPR007693
NZ_CP168914.1_539-11092:._2	NZ_CP168914.1_3	NZ_CP168914.1_539-11092	2081	4996	-1	none	none	0	0	0.0	0.0	0.0	IPR002513;IPR025296
NZ_CP184514.1_17582-28189:._7	NZ_CP184514.1_25	NZ_CP184514.1_17582-28189	5598	5825	1	NZ_CP184514.1_17582-28189:._8	RosmerTA	361	9	0.8349	0.9	0.8609	
NZ_CP016846.1_15739-26352:._7	NZ_CP016846.1_21	NZ_CP016846.1_15739-26352	4544	5398	1	NZ_CP016846.1_15739-26352:._7	AbiE	0	4	1.0	0.4	0.76	IPR014942
NZ_CP066818.1_5236-14612:._2	NZ_CP066818.1_10	NZ_CP066818.1_5236-14612	237	443	-1	none	none	0	0	0.0	0.0	0.0	
NZ_CP066818.1_34630-45210:._2	NZ_CP066818.1_43	NZ_CP066818.1_34630-45210	829	1278	-1	NZ_CP066818.1_34630-45210:._4	PD-T7-2	880	2	0.644	0.2	0.4664	IPR000825
NZ_CP066821.1_25951-36468:._5	NZ_CP066821.1_37	NZ_CP066821.1_25951-36468	3698	4114	-1	none	none	0	0	0.0	0.0	0.0	IPR004701
NZ_CP041258.1_11111-21733:._9	NZ_CP041258.1_24	NZ_CP041258.1_11111-21733	4224	4910	-1	none	none	0	0	0.0	0.0	0.0	IPR032874
NZ_CP041255.1_27778-38340:._7	NZ_CP041255.1_45	NZ_CP041255.1_27778-38340	3424	3780	-1	none	none	0	0	0.0	0.0	0.0	
NZ_CP130523.1_2678714-2689315:._8	NZ_CP130523.1_2499	NZ_CP130523.1_2678714-2689315	4292	4984	-1	NZ_CP130523.1_2678714-2689315:._14	Lamassu-Fam	3308	7	0.1913	0.7	0.3948	IPR006171;IPR013497;IPR034144
NZ_CP113037.1_534187-544788:._9	NZ_CP113037.1_469	NZ_CP113037.1_534187-544788	5618	6310	1	NZ_CP113037.1_534187-544788:._3	Lamassu-Fam	3308	7	0.1913	0.7	0.3948	IPR006171;IPR013497;IPR034144
NZ_CP184661.1_14253-24395:._8	NZ_CP184661.1_26	NZ_CP184661.1_14253-24395	4535	4981	-1	NZ_CP184661.1_14253-24395:._6	RosmerTA	589	2	0.7449	0.2	0.5269	IPR006119;IPR006120
NC_022045.1_27159-37766:._4	NC_022045.1_38	NC_022045.1_27159-37766	4783	5010	-1	NC_022045.1_27159-37766:._3	RosmerTA	361	2	0.8349	0.2	0.5809	
NC_022045.1_40597-51150:._9	NC_022045.1_57	NC_022045.1_40597-51150	5558	8473	1	NC_022045.1_40597-51150:._5	MazEF	3525	0	0.1716	0.0	0.103	IPR002513;IPR025296
NZ_CP047086.1_12296-22921:._4	NZ_CP047086.1_19	NZ_CP047086.1_12296-22921	1950	5003	-1	none	none	0	0	0.0	0.0	0.0	IPR002513;IPR025296
NZ_CP047088.1_3478-14028:._4	NZ_CP047088.1_9	NZ_CP047088.1_3478-14028	1247	1648	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP047088.1_3478-14028:._14	NZ_CP047088.1_19	NZ_CP047088.1_3478-14028	6777	7433	1	none	none	0	0	0.0	0.0	0.0	IPR025855
NZ_CP120155.1_1712-12262:._4	NZ_CP120155.1_4	NZ_CP120155.1_1712-12262	2198	3448	1	NZ_CP120155.1_1712-12262:._2	RosmerTA	897	3	0.6386	0.3	0.5032	IPR013525
NZ_CP196043.1_434888-445537:._5	NZ_CP196043.1_433	NZ_CP196043.1_434888-445537	5656	5940	1	none	none	0	0	0.0	0.0	0.0	IPR001357
NZ_CP118101.1_1676223-1686788:._6	NZ_CP118101.1_1507	NZ_CP118101.1_1676223-1686788	5638	8604	1	none	none	0	0	0.0	0.0	0.0	IPR002513;IPR025296
NZ_CP092540.1_2661278-2671393:._6	NZ_CP092540.1_2526	NZ_CP092540.1_2661278-2671393	4266	4952	-1	NZ_CP092540.1_2661278-2671393:._11	RosmerTA	3966	1	0.1377	0.1	0.1226	IPR032874
NZ_CP060801.1_34087-44691:._9	NZ_CP060801.1_42	NZ_CP060801.1_34087-44691	6723	6836	1	NZ_CP060801.1_34087-44691:._14	MazEF	3380	2	0.1845	0.2	0.1907	
NZ_CP060801.1_70322-80923:._10	NZ_CP060801.1_86	NZ_CP060801.1_70322-80923	5618	6310	1	NZ_CP060801.1_70322-80923:._2	MazEF	4978	0	0.083	0.0	0.0498	IPR006171;IPR013497;IPR034144
NZ_CP060802.1_5192-14586:._10	NZ_CP060802.1_12	NZ_CP060802.1_5192-14586	6498	6773	1	none	none	0	0	0.0	0.0	0.0	IPR004386
NZ_CP060803.1_15594-26210:._5	NZ_CP060803.1_21	NZ_CP060803.1_15594-26210	4638	5000	-1	none	none	0	0	0.0	0.0	0.0	IPR006171;IPR034144
NZ_CP134073.1_1-5966:._3	NZ_CP134073.1_2	NZ_CP134073.1_1-5966	1355	1786	1	none	none	0	0	0.0	0.0	0.0	IPR002559
NZ_CP168894.1_50485-61038:._6	NZ_CP168894.1_60	NZ_CP168894.1_50485-61038	5558	8473	1	none	none	0	0	0.0	0.0	0.0	IPR002513;IPR025296
NZ_CP072879.1_200412-210833:._8	NZ_CP072879.1_231	NZ_CP072879.1_200412-210833	5422	5784	1	none	none	0	0	0.0	0.0	0.0	IPR006171;IPR034144
NZ_CP072879.1_239122-249744:._8	NZ_CP072879.1_273	NZ_CP072879.1_239122-249744	5713	6399	1	none	none	0	0	0.0	0.0	0.0	IPR032874
NZ_CP041271.2_43113-53726:._11	NZ_CP041271.2_52	NZ_CP041271.2_43113-53726	5076	6008	1	none	none	0	0	0.0	0.0	0.0	IPR011611;IPR017583
NZ_CP091900.1_18688-29304:._6	NZ_CP091900.1_31	NZ_CP091900.1_18688-29304	4908	5000	-1	none	none	0	0	0.0	0.0	0.0	
NZ_CP114506.1_17078-27694:._8	NZ_CP114506.1_28	NZ_CP114506.1_17078-27694	5617	7761	1	none	none	0	0	0.0	0.0	0.0	IPR006171;IPR013497;IPR013498;IPR034144
NZ_CM143261.1_1091371-1101972:._9	NZ_CM143261.1_1089	NZ_CM143261.1_1091371-1101972	5618	6310	1	none	none	0	0	0.0	0.0	0.0	IPR006171;IPR013497;IPR034144
NZ_CP131810.1_13959-24572:._16	NZ_CP131810.1_29	NZ_CP131810.1_13959-24572	7471	8151	-1	none	none	0	0	0.0	0.0	0.0	IPR032874
NZ_CP013040.1_65717-76453:._7	NZ_CP013040.1_73	NZ_CP013040.1_65717-76453	5795	7006	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP016827.1_1986870-1997219:._10	NZ_CP016827.1_2191	NZ_CP016827.1_1986870-1997219	5289	5579	1	none	none	0	0	0.0	0.0	0.0	IPR006119;IPR006120
NZ_CP020559.1_782035-792645:._5	NZ_CP020559.1_700	NZ_CP020559.1_782035-792645	5682	5858	1	none	none	0	0	0.0	0.0	0.0	IPR014944
NZ_CP183795.1_1778-12328:._11	NZ_CP183795.1_11	NZ_CP183795.1_1778-12328	7516	7830	1	none	none	0	0	0.0	0.0	0.0	IPR001845;IPR011991
NZ_CP183795.1_29267-39817:._11	NZ_CP183795.1_40	NZ_CP183795.1_29267-39817	7516	7830	1	none	none	0	0	0.0	0.0	0.0	IPR001845;IPR011991
NZ_CP183794.1_5776-16335:._5	NZ_CP183794.1_9	NZ_CP183794.1_5776-16335	4211	4780	1	NZ_CP183794.1_5776-16335:._5	Thoeris	0	9	1.0	0.9	0.96	
NZ_CP183794.1_5776-16335:._7	NZ_CP183794.1_11	NZ_CP183794.1_5776-16335	5574	6182	1	NZ_CP183794.1_5776-16335:._8	Retron	444	9	0.8009	0.9	0.8405	
NZ_CP183794.1_32339-42898:._7	NZ_CP183794.1_38	NZ_CP183794.1_32339-42898	5574	6182	1	NZ_CP183794.1_32339-42898:._8	Retron	444	9	0.8009	0.9	0.8405	
NZ_CP148691.1_1-8472:._4	NZ_CP148691.1_3	NZ_CP148691.1_1-8472	3493	3600	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP148691.1_1-8472:._13	NZ_CP148691.1_12	NZ_CP148691.1_1-8472	7748	8242	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP086567.1_10716-21359:._11	NZ_CP086567.1_21	NZ_CP086567.1_10716-21359	5666	5872	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP078012.1_891847-902133:._9	NZ_CP078012.1_808	NZ_CP078012.1_891847-902133	5373	6188	1	none	none	0	0	0.0	0.0	0.0	IPR025669
NZ_CP118163.1_221630-232261:._7	NZ_CP118163.1_201	NZ_CP118163.1_221630-232261	5693	6007	1	none	none	0	0	0.0	0.0	0.0	IPR001845;IPR011991
NZ_CP025426.1_120930-131273:._6	NZ_CP025426.1_147	NZ_CP025426.1_120930-131273	4730	4990	-1	NZ_CP025426.1_120930-131273:._4	RosmerTA	1530	4	0.4653	0.4	0.4392	IPR006120
NZ_CP097176.1_18159-28775:._6	NZ_CP097176.1_20	NZ_CP097176.1_18159-28775	6662	7264	1	NZ_CP097176.1_18159-28775:._4	Eleos	1967	1	0.374	0.1	0.2644	IPR000792;IPR001789
NZ_CP097177.1_13468-24024:._3	NZ_CP097177.1_16	NZ_CP097177.1_13468-24024	3444	3731	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP023051.1_41168-51721:._3	NZ_CP023051.1_51	NZ_CP023051.1_41168-51721	2081	4996	-1	NZ_CP023051.1_41168-51721:._7	MazEF	3525	0	0.1716	0.0	0.103	IPR002513;IPR025296
NZ_CP023051.1_54552-65159:._8	NZ_CP023051.1_70	NZ_CP023051.1_54552-65159	5598	5825	1	NZ_CP023051.1_54552-65159:._9	RosmerTA	361	1	0.8349	0.1	0.5409	
NZ_CP103325.1_1-10495:._4	NZ_CP103325.1_3	NZ_CP103325.1_1-10495	3133	3453	1	none	none	0	0	0.0	0.0	0.0	IPR031607
NZ_CP103326.1_37394-47707:._7	NZ_CP103326.1_43	NZ_CP103326.1_37394-47707	5322	5525	-1	NZ_CP103326.1_37394-47707:._6	Anti_CRISPR	663	1	0.7178	0.1	0.4707	
NZ_CP103326.1_56226-66857:._5	NZ_CP103326.1_60	NZ_CP103326.1_56226-66857	4011	4913	-1	none	none	0	0	0.0	0.0	0.0	IPR003740;IPR019264
NZ_CP168853.1_65695-76248:._10	NZ_CP168853.1_71	NZ_CP168853.1_65695-76248	8128	8568	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP032649.1_30253-40884:._6	NZ_CP032649.1_37	NZ_CP032649.1_30253-40884	5719	6621	1	none	none	0	0	0.0	0.0	0.0	IPR003740;IPR019264
NZ_CP032649.1_30253-40884:._8	NZ_CP032649.1_39	NZ_CP032649.1_30253-40884	7073	7504	1	none	none	0	0	0.0	0.0	0.0	IPR002559
NZ_CP032650.1_18105-28700:._5	NZ_CP032650.1_25	NZ_CP032650.1_18105-28700	2612	3082	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP032650.1_18105-28700:._8	NZ_CP032650.1_28	NZ_CP032650.1_18105-28700	5046	5915	1	none	none	0	0	0.0	0.0	0.0	IPR046084
NZ_CP032650.1_25054-35640:._7	NZ_CP032650.1_37	NZ_CP032650.1_25054-35640	4642	4887	1	NZ_CP032650.1_25054-35640:._7	RosmerTA	0	1	1.0	0.1	0.64	IPR001387
NZ_CP169269.1_2601283-2611902:._4	NZ_CP169269.1_2879	NZ_CP169269.1_2601283-2611902	4242	4901	-1	none	none	0	0	0.0	0.0	0.0	
NZ_CP189713.1_1-5485:._2	NZ_CP189713.1_1	NZ_CP189713.1_1-5485	485	2629	1	none	none	0	0	0.0	0.0	0.0	IPR006171;IPR013497;IPR013498;IPR034144
NZ_CP009650.1_864-11570:._7	NZ_CP009650.1_7	NZ_CP009650.1_864-11570	5711	6175	1	NZ_CP009650.1_864-11570:._2	Bunzi	3928	1	0.1403	0.1	0.1242	
NZ_CP009650.1_102129-112748:._5	NZ_CP009650.1_103	NZ_CP009650.1_102129-112748	4241	4900	-1	none	none	0	0	0.0	0.0	0.0	
NZ_CP009650.1_166748-177613:._6	NZ_CP009650.1_170	NZ_CP009650.1_166748-177613	3992	4930	-1	none	none	0	0	0.0	0.0	0.0	
NZ_LR132068.1_39853-50469:._10	NZ_LR132068.1_48	NZ_LR132068.1_39853-50469	5617	5979	1	none	none	0	0	0.0	0.0	0.0	IPR006171;IPR034144
NZ_CP087469.1_1947396-1958012:._5	NZ_CP087469.1_1874	NZ_CP087469.1_1947396-1958012	4716	5000	-1	none	none	0	0	0.0	0.0	0.0	
NZ_CP018868.1_3250-13842:._10	NZ_CP018868.1_16	NZ_CP018868.1_3250-13842	4097	4903	-1	NZ_CP018868.1_3250-13842:._8	Anti_CRISPR	869	1	0.6476	0.1	0.4286	IPR025669
